,bathrooms,bedrooms,features,interest_level,latitude,listing_id,longitude,photos,price,created_month,created_day
53397,1.0,1,10,low,40.862047,6967384,-73.9112,11,2195.0,5,5
534,1.0,1,0,medium,40.7977,7195985,-73.9705,5,2750.0,6,21
53400,1.0,0,6,low,40.7373,7033193,-73.9961,5,3950.0,5,18
53401,1.0,0,2,high,40.8524,6970788,-73.9289,0,1200.0,5,5
53403,2.0,3,14,low,40.7512,7025081,-73.9695,7,5395.0,5,17
53404,1.0,1,1,low,40.7827,7018562,-73.9461,4,2000.0,5,16
53405,1.0,2,7,medium,40.7447,6976268,-73.9782,4,2895.0,5,6
53412,1.0,1,11,medium,40.7658,7024448,-73.9826,6,2899.0,5,17
53413,1.0,0,8,low,40.7341,7017052,-73.9896,3,3700.0,5,15
53416,2.0,3,4,low,40.7694,6952387,-73.9509,8,6195.0,5,2
53417,1.0,0,2,high,40.6875,6992441,-73.852651,3,1600.0,5,11
5342,1.0,2,8,low,40.7694,7097259,-73.9603,5,3450.0,6,2
53420,1.0,1,2,low,40.7783,7065351,-73.9837,5,3305.0,5,25
53424,1.0,0,8,low,40.7521,7038897,-73.9743,12,3675.0,5,19
53427,1.0,2,5,low,40.7902,7050376,-73.9677,6,3950.0,5,21
53430,1.0,3,2,medium,40.8007,7022240,-73.961,7,2850.0,5,17
53431,1.0,3,10,medium,40.8026,7087109,-73.9397,7,2700.0,5,27
53432,2.0,2,7,low,40.7801,7077819,-73.9475,0,4490.0,5,28
53434,2.0,3,9,low,40.776,6959147,-73.9839,15,13000.0,5,3
53435,1.0,1,9,low,40.7593,6964058,-73.9959,11,3500.0,5,4
53438,1.0,1,7,low,40.7334,7033633,-74.0047,4,5550.0,5,18
5344,1.0,2,4,low,40.7231,7220052,-73.9938,0,4795.0,6,27
53443,1.0,1,4,low,40.7878,7027437,-73.9799,3,2895.0,5,18
53445,1.0,2,5,high,40.7056,6979754,-74.0162,7,2991.0,5,7
53447,1.0,2,7,low,40.7265,6986496,-73.9851,5,4895.0,5,9
53448,1.0,1,4,medium,40.7666,7021071,-73.9241,8,2095.0,5,17
53452,2.0,2,10,low,40.7436,7059227,-73.9919,8,7350.0,5,24
53454,1.0,3,2,high,40.735,7017098,-73.9863,9,5395.0,5,15
53455,1.0,2,8,medium,40.6871,6981185,-73.9827,10,3775.0,5,7
53456,1.0,0,6,low,40.7637,7058643,-73.9847,8,2321.0,5,24
53458,1.0,2,2,low,40.7719,7057848,-73.9544,5,3000.0,5,24
53459,1.0,3,1,low,40.7202,7081328,-73.9974,6,5700.0,5,29
5346,1.0,0,0,low,40.7749,7111874,-73.9466,0,1875.0,6,5
53460,1.5,2,2,low,40.7131,7059553,-73.9962,6,2650.0,5,24
53462,1.0,1,3,low,40.755,6995019,-73.9663,13,2795.0,5,11
53465,1.0,1,1,low,40.7306,6957526,-73.9866,4,3300.0,5,3
53469,1.0,2,1,high,40.7623,7063544,-73.912,5,1900.0,5,25
53470,1.0,2,2,low,40.7805,7068101,-73.947,0,2800.0,5,26
53472,1.0,0,9,low,40.7032,7060005,-73.9914,5,3096.0,5,24
53473,1.0,1,12,low,40.7069,6991457,-74.0157,4,2590.0,5,10
53475,1.0,2,6,medium,40.7808,7008501,-73.9483,6,2650.0,5,13
53476,1.0,1,5,low,40.6789,7069025,-73.9863,11,2350.0,5,26
53478,1.0,1,3,low,40.7535,7068814,-73.9648,7,3950.0,5,26
5348,2.0,4,12,medium,40.7486,7189397,-73.9903,6,7500.0,6,21
53483,1.0,1,8,low,40.7587,7036621,-73.9916,6,3350.0,5,19
53486,3.0,2,11,low,40.7424,7056360,-73.9924,11,13000.0,5,23
53487,1.0,1,7,low,40.7695,6986509,-73.9603,9,3200.0,5,9
5349,1.0,3,3,medium,40.7829,7141908,-73.9455,1,2850.0,6,11
53490,2.0,3,13,low,40.7514,7057867,-73.9862,8,4676.0,5,24
53491,1.0,1,1,high,40.78,7069674,-73.9543,4,1700.0,5,26
53493,1.0,1,5,high,40.7358,7031600,-73.9817,6,2295.0,5,18
53494,1.0,0,5,low,40.7779,7043061,-73.9781,5,2750.0,5,20
53496,3.0,2,4,low,40.7469,6955511,-73.9735,5,7300.0,5,3
535,1.0,1,3,high,40.6767,7128989,-73.9725,1,1950.0,6,9
53503,1.0,1,9,high,40.7308,7068913,-73.9756,12,3230.0,5,26
53504,1.0,2,9,low,40.7087,6983976,-73.955,9,3415.0,5,8
53506,1.0,0,12,medium,40.7678,6956085,-73.9616,8,2950.0,5,3
53508,1.0,1,4,low,40.7444,7059445,-73.9803,4,3825.0,5,24
53509,1.0,0,4,low,40.7586,7075292,-73.9838,5,2200.0,5,27
53511,1.0,1,2,low,40.7617,6976231,-73.9626,2,2325.0,5,6
53513,1.0,0,4,low,40.7064,6957181,-74.0152,4,3995.0,5,3
53519,1.0,1,2,low,40.7727,7038037,-73.9509,16,2550.0,5,19
53522,1.0,1,9,low,40.745,6989517,-73.9863,10,4475.0,5,10
53523,1.0,1,4,low,40.7672,7004377,-73.9572,3,2825.0,5,13
53527,2.0,3,3,low,40.7953,7009521,-73.9629,0,4000.0,5,14
5353,1.0,2,2,low,40.7671,7151675,-73.9529,7,3350.0,6,12
53535,1.0,1,11,low,40.7334,7010110,-74.0047,6,6400.0,5,14
53537,1.0,0,9,low,40.7449,7037761,-73.9441,6,2300.0,5,19
5354,2.0,3,10,low,40.7593,7119714,-73.9962,5,5000.0,6,7
53542,1.0,0,3,low,40.7707,7034507,-73.9512,1,2039.0,5,19
53543,1.0,0,6,high,40.7537,7020994,-73.966,4,1890.0,5,17
53548,1.0,1,2,high,40.7022,7056091,-73.852651,12,1550.0,5,23
53549,1.0,1,4,low,40.6817,7035041,-73.9811,5,3000.0,5,19
5355,2.0,1,5,low,40.7769,7177361,-73.9531,6,2850.0,6,17
53550,1.0,0,3,low,40.7162,7009589,-74.0095,0,2975.0,5,14
53551,2.0,2,17,low,40.7551,6985670,-73.9928,10,4995.0,5,9
53556,1.0,1,9,low,40.7496,7006970,-73.9401,18,3300.0,5,13
53557,1.0,1,10,medium,40.7731,7056283,-73.9538,11,2195.0,5,23
53559,1.0,2,3,low,40.7302,6961377,-73.9826,1,3595.0,5,4
5356,1.0,2,0,medium,40.7702,7179954,-73.9102,2,2200.0,6,18
53560,1.0,2,13,low,40.7514,7059568,-73.9862,7,3350.0,5,24
53566,1.0,1,4,high,40.6581,6977637,-73.9832,5,2200.0,5,7
53568,1.0,1,0,low,40.7303,7084107,-73.9756,20,3479.0,5,30
53571,2.0,2,11,medium,40.7106,7026555,-74.0074,4,5995.0,5,17
53578,1.0,0,6,low,40.7301,7017092,-73.9865,4,2825.0,5,15
53579,1.0,2,6,low,40.7456,7035653,-73.974,4,3295.0,5,19
53583,2.0,2,6,low,40.7556,7051643,-73.9922,5,4995.0,5,22
53585,1.0,1,6,low,40.73,7052091,-73.9864,4,2850.0,5,22
53586,1.0,0,8,medium,40.7404,7032625,-73.9795,7,2495.0,5,18
53588,1.0,0,4,low,40.69,7018295,-73.9919,2,2842.0,5,16
53589,1.0,1,5,low,40.7521,7034215,-73.9743,9,4975.0,5,19
53591,3.0,4,5,high,40.6404,7069841,-73.852651,9,2100.0,5,26
53593,1.0,0,4,high,40.7096,7059299,-73.852651,6,1425.0,5,24
53594,1.0,1,0,low,40.7619,7068532,-73.9609,1,2800.0,5,26
53596,1.0,2,0,medium,40.7617,7041504,-73.9618,7,2825.0,5,20
53597,1.0,2,4,low,40.7291,7016603,-73.9895,8,3450.0,5,15
536,1.0,0,3,medium,40.7811,7201340,-73.9482,4,1900.0,6,22
5360,2.0,4,14,low,40.7454,7210932,-73.9845,8,7400.0,6,24
53603,1.0,2,10,medium,40.7546,6978661,-73.9983,7,2650.0,5,7
53604,1.0,2,6,medium,40.7466,7001990,-73.9779,4,3200.0,5,12
53605,1.0,0,6,medium,40.7538,7049665,-73.974,5,2200.0,5,21
53606,1.0,1,0,medium,40.6404,7040900,-74.0162,7,1875.0,5,20
53609,1.0,1,5,low,40.7416,6982099,-73.9216,7,2050.0,5,8
53613,1.0,1,1,low,40.7845,6952122,-73.976,0,2800.0,5,2
53614,1.5,2,1,low,40.7213,7083380,-73.9822,5,3600.0,5,30
53615,1.0,2,10,high,40.7412,7043777,-73.9772,2,2965.0,5,20
53616,1.0,2,4,medium,40.8542,7033937,-73.9379,5,2425.0,5,18
53618,2.0,2,6,low,40.7634,6974949,-73.9638,11,6475.0,5,6
53625,1.0,1,1,low,40.6956,7005583,-73.9951,8,2600.0,5,13
53627,2.0,3,17,low,40.7826,7027608,-73.9509,6,12750.0,5,18
53630,1.0,1,7,medium,40.7776,7056143,-73.9776,12,2850.0,5,23
53631,1.0,0,3,medium,40.773,7007924,-73.9506,3,1775.0,5,13
53635,2.0,2,10,medium,40.7564,6968610,-73.9631,8,3500.0,5,5
53636,1.0,1,5,low,40.7733,6965630,-73.9902,0,3695.0,5,5
53639,1.0,1,8,medium,40.7645,6983062,-73.984,8,3386.0,5,8
5364,1.0,1,8,low,40.7721,7219114,-73.9861,7,5000.0,6,26
53640,1.0,2,0,medium,40.8273,7026174,-73.945,6,2040.0,5,17
53642,1.0,1,4,low,40.7381,7074156,-73.9961,0,3795.0,5,27
53643,1.0,3,7,low,40.837,7082381,-73.9458,7,2850.0,5,29
53644,1.0,0,6,low,40.733,7032919,-73.996,9,3200.0,5,18
53645,1.0,0,16,low,40.7614,6987271,-73.9986,7,3000.0,5,9
53646,1.0,2,6,medium,40.7447,7007883,-73.9782,5,3090.0,5,13
53647,1.0,0,10,low,40.7546,7079594,-73.9983,5,2150.0,5,28
53648,1.0,1,0,low,40.7394,7013076,-73.9809,0,2425.0,5,14
53649,1.0,0,7,medium,40.7067,6959817,-74.0072,3,2495.0,5,3
53655,1.0,0,5,low,40.7634,7027201,-73.9638,4,2950.0,5,18
53658,3.0,3,8,low,40.7449,6956180,-73.9464,5,5350.0,5,3
5366,1.0,2,2,low,40.8034,7186957,-73.9576,7,3200.0,6,21
53660,1.0,0,3,low,40.773,7043565,-73.9507,2,1925.0,5,20
53662,1.0,1,3,low,40.7058,7052871,-74.0086,6,2630.0,5,22
53665,2.0,1,2,low,40.7816,7058339,-73.9475,8,2275.0,5,24
53669,1.0,2,0,low,40.7299,6994328,-73.9826,5,3000.0,5,11
5367,1.0,1,4,low,40.7563,7161709,-73.9639,3,3775.0,6,15
53670,2.0,2,4,low,40.742,7078030,-73.9969,7,8075.0,5,28
53671,0.0,0,0,low,40.7737,7038587,-73.9491,0,1700.0,5,19
53674,1.0,0,4,low,40.7334,6977425,-74.0047,0,3350.0,5,7
53677,2.0,2,2,medium,40.7788,7072271,-73.9806,7,5600.0,5,26
53678,1.0,2,2,low,40.7277,7043341,-73.9832,0,3300.0,5,20
53679,1.0,1,14,low,40.7061,6959179,-74.0111,5,3500.0,5,3
53680,1.0,2,10,low,40.7466,7015448,-73.9779,5,3450.0,5,15
53685,1.0,3,4,high,40.784,7032732,-73.9492,5,3600.0,5,18
53686,2.0,4,15,medium,40.7612,6975590,-73.9978,8,5790.0,5,6
53687,1.0,0,1,low,40.7297,6996471,-73.9999,3,2500.0,5,11
53688,1.0,0,4,medium,40.7751,6969649,-73.9516,4,1850.0,5,5
53692,1.0,0,2,low,40.7783,7000996,-73.9837,5,2630.0,5,12
53696,1.0,2,7,medium,40.7923,6982559,-73.9771,13,3000.0,5,8
537,1.0,0,2,low,40.7813,7160416,-73.9494,3,2275.0,6,14
5370,1.0,1,4,low,40.7247,7161806,-73.9935,0,4195.0,6,15
53700,1.0,1,3,low,40.769,7070407,-73.9555,5,2350.0,5,26
53702,1.0,4,6,high,40.6976,6992083,-73.9376,8,3100.0,5,10
53703,1.0,2,12,low,40.7902,7060327,-73.9677,7,4695.0,5,24
53710,1.0,2,6,medium,40.7459,6958240,-73.9572,4,2950.0,5,3
53711,1.0,1,3,medium,40.8311,6986572,-73.9485,3,1800.0,5,9
53713,1.0,1,5,low,40.7442,7052783,-73.9986,7,3200.0,5,22
53714,1.0,3,3,medium,40.7978,7027515,-73.9728,9,4495.0,5,18
53715,1.0,1,8,low,40.71,7077793,-74.0143,0,3750.0,5,28
53716,2.0,2,8,low,40.715,7012593,-74.0115,6,6500.0,5,14
53719,1.0,3,9,low,40.8293,7011148,-73.9423,10,2995.0,5,14
53722,2.0,4,11,low,40.7056,6973370,-74.0162,7,5200.0,5,6
53725,1.0,2,2,low,40.7329,7029262,-73.9751,6,4025.0,5,18
53729,1.0,3,10,medium,40.7275,6952523,-73.9827,4,5295.0,5,2
5373,1.0,2,3,low,40.7316,7196945,-73.9871,8,4750.0,6,22
53730,1.0,1,2,low,40.7476,7051764,-74.0008,6,3119.0,5,22
53732,1.0,1,7,medium,40.7793,7002809,-73.9532,4,3100.0,5,12
53739,1.0,2,2,low,40.7617,7040966,-73.9618,4,2895.0,5,20
53741,1.0,3,3,low,40.6763,7067496,-73.9496,11,2700.0,5,26
53743,1.0,1,10,low,40.7074,7025047,-74.0069,6,3192.0,5,17
53746,1.0,1,2,low,40.7775,6972431,-73.9473,2,2495.0,5,6
53748,2.0,3,3,low,40.7575,7011725,-73.9625,7,5100.0,5,14
53749,1.0,1,2,medium,40.7989,7027733,-73.9535,4,1900.0,5,18
5375,1.0,3,3,medium,40.7814,7172468,-73.9554,5,3800.0,6,16
53751,2.0,2,11,low,40.71,6997283,-74.0143,5,4527.0,5,11
53755,1.0,1,3,low,40.7476,7045534,-73.9742,4,2700.0,5,21
53756,2.5,3,10,low,40.7725,7075425,-73.9819,6,13000.0,5,27
53760,1.0,3,8,medium,40.7901,7029833,-73.9416,5,2895.0,5,18
53761,1.0,2,6,high,40.7811,7007689,-73.9482,5,2750.0,5,13
53766,1.0,1,1,low,40.765,7018103,-73.994,4,2250.0,5,16
53768,1.0,0,1,low,40.7871,7018711,-73.9759,4,2050.0,5,16
53774,3.0,4,5,low,40.7739,6998342,-73.9528,8,10000.0,5,12
53777,1.0,3,3,high,40.7446,6997573,-73.974,6,3795.0,5,11
5378,1.0,2,12,low,40.753,7097547,-73.9959,7,3375.0,6,2
53781,1.0,1,4,low,40.7689,6964913,-73.9548,5,2935.0,5,4
53783,1.0,0,0,low,40.7275,6952643,-73.9801,6,2150.0,5,2
53786,1.0,2,9,medium,40.7075,7061225,-74.0059,5,2980.0,5,24
5379,1.0,1,8,medium,40.7812,7091952,-73.9764,4,2395.0,6,1
53791,3.0,3,13,low,40.7761,7025225,-73.9557,6,9500.0,5,17
53792,1.0,2,6,medium,40.7122,7045034,-73.9575,8,3400.0,5,20
53794,1.0,1,5,medium,40.7484,7057304,-73.9765,5,2750.0,5,24
53798,1.0,0,1,low,40.7799,7010436,-73.948,3,1825.0,5,14
538,1.0,1,3,low,40.7674,7145487,-73.9838,11,3625.0,6,12
5380,1.0,2,17,medium,40.7081,7159248,-74.0065,7,3300.0,6,14
53801,1.0,3,13,high,40.7841,7033221,-73.9817,6,3350.0,5,18
53804,1.0,0,3,low,40.7553,6990222,-73.9953,17,2970.0,5,10
53806,1.0,3,2,low,40.862047,6998127,-73.9231,0,2275.0,5,12
53808,1.0,0,3,low,40.7316,6961833,-73.9868,4,2225.0,5,4
53810,2.0,2,11,low,40.7468,7048312,-73.9903,4,7300.0,5,21
53811,1.0,1,1,low,40.7878,6989139,-73.9488,3,1750.0,5,10
53812,1.0,1,0,low,40.7062,6986907,-73.927,3,2500.0,5,9
53815,1.0,3,9,high,40.7076,7044983,-74.0115,3,3877.0,5,20
53816,1.0,0,5,low,40.73,6988536,-73.9864,6,2925.0,5,10
53821,1.0,1,2,low,40.7929,7059761,-73.9661,0,3675.0,5,24
53823,1.0,3,9,low,40.708,6985193,-74.0149,8,3800.0,5,9
53825,1.0,2,5,medium,40.8021,7047646,-73.9392,4,2295.0,5,21
53827,1.0,3,6,low,40.8012,7039312,-73.966,5,4600.0,5,19
53828,1.0,0,1,low,40.7793,7064791,-73.9496,3,1685.0,5,25
53831,1.0,1,7,low,40.7818,6978474,-73.9526,5,2600.0,5,7
53833,1.0,2,7,medium,40.7104,7078573,-73.9484,8,2810.0,5,28
53834,1.0,1,4,low,40.7334,6989841,-74.0047,9,5550.0,5,10
53835,1.0,2,10,low,40.7444,6971115,-73.9754,4,3875.0,5,5
5384,2.0,3,10,low,40.716,7173441,-74.0036,3,5600.0,6,16
53840,1.0,2,1,low,40.7707,7069568,-73.9522,5,3200.0,5,26
53841,1.0,2,13,low,40.753,7025463,-73.9695,5,5100.0,5,17
53842,1.0,2,4,low,40.7653,6964364,-73.967,5,3395.0,5,4
53845,1.0,1,9,low,40.7494,7023678,-73.9875,5,3500.0,5,17
53846,1.0,2,4,low,40.674,6970730,-73.9768,1,3350.0,5,5
53851,1.0,3,2,low,40.7663,7011029,-73.9893,0,4595.0,5,14
53858,1.0,2,8,low,40.8431,6953612,-73.9358,7,1950.0,5,2
53859,2.0,2,12,low,40.7454,7069843,-73.9776,10,5500.0,5,26
5386,1.0,2,2,low,40.7812,7136561,-73.9764,4,3370.0,6,10
53862,2.0,2,5,low,40.7897,7048767,-73.9734,11,6224.0,5,21
53866,1.0,1,0,low,40.6568,7055781,-73.9618,11,1770.0,5,23
53868,1.0,2,11,medium,40.7081,7060651,-74.0065,8,3200.0,5,24
5387,1.0,4,2,low,40.7766,7226526,-73.9552,3,5330.0,6,28
53871,1.0,2,4,high,40.6404,7017021,-73.9257,12,1675.0,5,15
53873,1.0,2,8,medium,40.8163,7042110,-73.9416,7,2175.0,5,20
53877,1.0,1,7,low,40.7539,7006905,-73.9677,5,3375.0,5,13
53878,1.0,1,5,low,40.7364,6970517,-73.9809,3,2800.0,5,5
53879,1.0,0,3,low,40.7777,7026151,-73.9561,3,1950.0,5,17
53880,1.0,2,2,medium,40.7653,6965145,-73.9848,8,2700.0,5,4
53885,1.0,1,4,low,40.7767,6975202,-73.9788,6,2250.0,5,6
53888,1.0,2,2,low,40.7587,6990011,-73.9838,6,3600.0,5,10
53889,1.0,1,9,low,40.7586,7061189,-73.953,9,3000.0,5,24
5389,1.0,2,5,medium,40.7671,7193980,-73.9529,2,3071.0,6,21
53893,1.0,1,5,medium,40.8231,7052263,-73.946,4,1800.0,5,22
53894,1.0,3,11,medium,40.7565,6974213,-73.9973,4,3980.0,5,6
53896,2.0,3,0,medium,40.7286,7021908,-73.9856,5,11000.0,5,17
53899,1.0,2,2,low,40.7391,7038057,-74.0016,3,4395.0,5,19
5390,1.0,0,3,low,40.7442,7228270,-73.9536,2,1975.0,6,29
53906,1.0,1,3,medium,40.783,7063532,-73.9458,6,1995.0,5,25
53909,1.0,1,2,medium,40.7801,6966885,-73.9542,4,1700.0,5,5
53913,2.0,1,5,low,40.7434,7076640,-73.9773,7,3350.0,5,27
53915,1.0,2,3,low,40.7344,6979483,-74.0056,5,3800.0,5,7
53916,1.0,2,1,low,40.7178,7100151,-73.9419,5,2650.0,5,24
53918,2.0,3,8,low,40.7712,7007896,-73.923,4,6138.0,5,13
53922,1.0,0,12,low,40.7947,6977428,-73.9667,0,3155.0,5,7
53923,1.0,3,4,low,40.7594,7079386,-73.9712,1,4250.0,5,28
53924,1.0,0,6,low,40.776,7069416,-73.9556,5,3150.0,5,26
53925,2.0,3,11,low,40.7844,6996805,-73.9497,6,4000.0,5,11
53928,1.0,1,1,low,40.8467,7046381,-73.935,4,1750.0,5,21
53931,1.0,0,7,low,40.7358,6980775,-73.9866,10,2949.0,5,7
53932,1.0,0,6,high,40.7538,7071954,-73.974,5,2200.0,5,26
53933,1.0,0,11,medium,40.7073,6986382,-74.0046,3,2850.0,5,9
53937,2.0,2,8,low,40.7434,7035112,-74.0055,0,8080.0,5,19
53938,1.0,2,5,medium,40.7439,7046562,-73.9971,5,3400.0,5,21
53944,1.0,1,8,low,40.7731,6952388,-73.9459,4,3500.0,5,2
53945,2.0,2,3,medium,40.7179,7041300,-73.9989,6,3325.0,5,20
53947,1.0,2,1,high,40.7268,7002369,-74.0018,4,2850.0,5,12
5395,3.0,4,3,low,40.7243,7153591,-74.0103,15,13000.0,6,13
53954,2.0,2,4,low,40.7488,7078402,-73.9734,1,7060.0,5,28
5396,1.0,1,8,low,40.7688,7126163,-73.9608,4,4000.0,6,8
53960,1.0,1,8,low,40.7067,7013528,-74.0072,5,2575.0,5,14
53961,2.0,2,4,low,40.7709,7036668,-73.952,6,3895.0,5,19
53963,1.0,3,3,low,40.758,6971950,-73.9072,6,2900.0,5,5
53966,1.0,4,2,medium,40.6721,7010120,-73.9506,3,3499.0,5,14
53967,1.0,1,3,medium,40.7255,7052368,-73.9884,4,2650.0,5,22
53970,1.0,3,6,low,40.7446,6998844,-73.974,0,3795.0,5,12
53975,1.0,3,4,medium,40.8026,7034569,-73.9655,11,4000.0,5,19
53977,3.0,3,5,low,40.7721,7063157,-73.9861,11,13000.0,5,25
53978,1.0,0,2,medium,40.7517,6957307,-73.9742,3,1850.0,5,3
53980,2.5,3,11,low,40.7568,6997123,-73.9982,8,6642.0,5,11
53981,1.0,1,1,medium,40.7845,7039014,-73.9503,3,2600.0,5,19
53986,1.5,1,7,low,40.7933,7070139,-73.9762,8,3395.0,5,26
5399,1.0,2,3,low,40.7403,7139911,-73.9849,3,3795.0,6,11
53990,1.0,2,4,low,40.7801,6972488,-73.9475,4,3790.0,5,6
53991,1.0,2,10,low,40.7434,6999569,-73.9746,4,3830.0,5,12
53993,2.0,2,14,low,40.759,7039127,-73.9949,5,6000.0,5,19
53994,1.0,3,1,low,40.8007,7019660,-73.961,0,2900.0,5,16
53995,2.0,3,7,low,40.755,6989044,-73.9636,4,4150.0,5,10
53997,1.0,0,5,low,40.7682,6975883,-73.987,6,2700.0,5,6
53998,1.0,0,4,low,40.7192,7026107,-73.852651,6,1695.0,5,17
53999,1.0,1,4,low,40.7338,7021900,-74.0009,8,5175.0,5,17
54004,1.0,2,5,low,40.7317,6985060,-73.9821,4,3600.0,5,9
54007,1.0,1,2,medium,40.7542,7050650,-73.9954,4,2050.0,5,21
54008,1.0,2,8,low,40.7572,7059197,-73.9649,6,3700.0,5,24
54010,1.0,1,6,medium,40.6692,6966552,-73.9598,4,2000.0,5,5
54011,1.0,0,5,medium,40.7635,6953212,-73.9848,5,2450.0,5,2
54012,1.0,1,2,low,40.7257,6953096,-73.978,6,2050.0,5,2
54013,1.0,0,0,low,40.7267,6953987,-73.9837,3,2200.0,5,2
54018,1.0,3,4,low,40.74,7068269,-74.0037,0,5800.0,5,26
5402,1.0,1,2,low,40.6835,7116450,-73.9783,5,2225.0,6,6
54021,1.0,1,1,medium,40.8175,7029665,-73.9408,6,1695.0,5,18
54022,1.0,1,1,low,40.7918,7073326,-73.9677,0,3140.0,5,27
54024,1.0,1,0,low,40.7678,6986686,-73.9527,5,2395.0,5,9
54026,1.0,2,2,high,40.7225,7001864,-73.9885,6,2495.0,5,12
54027,1.0,3,7,medium,40.7143,7016594,-74.0095,4,4750.0,5,15
54028,1.0,2,15,medium,40.8274,7031809,-73.9452,7,1900.0,5,18
5403,1.0,0,10,medium,40.7461,7205099,-73.9757,3,2500.0,6,23
54033,1.5,2,9,low,40.7694,7050575,-73.9509,8,4595.0,5,21
54034,1.0,1,4,high,40.6616,7022349,-73.9597,6,1800.0,5,17
54035,2.0,4,10,low,40.7111,7013394,-74.0055,4,5000.0,5,14
5404,1.0,1,3,low,40.7321,7160983,-74.0049,2,3350.0,6,15
54045,1.0,1,3,high,40.7735,7008513,-73.9509,6,2400.0,5,13
54048,1.0,2,9,low,40.82,7037268,-73.9464,6,2700.0,5,19
54049,1.0,2,5,low,40.6816,7007690,-73.9789,10,3350.0,5,13
54051,1.0,1,1,low,40.7916,7043463,-73.9402,0,1825.0,5,20
54052,1.0,1,3,high,40.7593,7036116,-73.9625,5,1802.0,5,19
54054,1.0,1,8,low,40.7637,7033067,-73.9846,3,3250.0,5,18
54055,1.0,1,4,low,40.8004,7078825,-73.9551,3,2300.0,5,28
54057,1.0,1,7,medium,40.6935,6959143,-73.8618,11,1700.0,5,3
5406,1.0,2,7,low,40.7838,7223793,-73.9534,8,7350.0,6,28
54061,1.0,2,5,low,40.7897,7074485,-73.9488,5,2995.0,5,27
54062,1.0,1,10,medium,40.793,6955573,-73.9722,3,2600.0,5,3
54063,3.0,3,13,high,40.7477,6954303,-73.9782,11,6750.0,5,2
54064,1.0,1,8,low,40.7377,6964624,-73.9831,4,3995.0,5,4
54067,1.0,2,13,low,40.7674,7051733,-73.9903,5,3300.0,5,22
54068,1.0,1,3,low,40.7162,7009302,-74.0155,0,4050.0,5,14
54070,3.0,4,12,low,40.7726,7044412,-73.9534,8,12000.0,5,20
54075,1.0,0,7,low,40.7426,7041973,-73.9808,6,2650.0,5,20
54076,1.0,1,1,low,40.862047,7051356,-73.9172,0,1800.0,5,22
54079,1.0,0,4,low,40.7372,6978113,-73.9981,4,2650.0,5,7
54083,2.0,2,12,low,40.7721,7001527,-73.9885,6,6000.0,5,12
54084,1.0,1,7,low,40.7098,7033448,-74.0094,3,2900.0,5,18
54086,1.0,1,6,low,40.7376,7046159,-73.9827,0,4095.0,5,21
54089,2.0,2,16,low,40.7176,7001900,-73.9531,9,5787.0,5,12
54091,2.0,2,6,low,40.7782,7070836,-73.9482,9,4700.0,5,26
54092,1.0,1,7,low,40.7645,6957151,-73.984,6,3400.0,5,3
54093,1.0,2,8,high,40.743,7049704,-73.9797,5,3300.0,5,21
54096,1.0,3,8,low,40.7047,6986831,-74.0075,4,4100.0,5,9
54097,1.0,2,0,high,40.7282,6965408,-73.9892,4,2525.0,5,4
54099,2.0,3,6,high,40.7324,7060984,-73.9875,9,5000.0,5,24
5410,1.0,3,2,low,40.8279,7191117,-73.9483,4,2850.0,6,21
54104,1.0,1,4,low,40.7331,7002567,-74.0077,4,3475.0,5,12
54107,1.0,1,13,medium,40.7047,7065480,-74.0076,4,3240.0,5,25
54109,1.0,2,12,low,40.7842,7064149,-73.948,5,3200.0,5,25
54110,1.0,3,12,medium,40.7399,7050169,-73.9864,2,4995.0,5,21
54113,1.0,0,0,low,40.6987,6971163,-73.9939,4,2200.0,5,5
54116,1.0,2,5,low,40.719,7047130,-73.9829,13,5133.0,5,21
54125,1.0,1,3,low,40.7806,6992644,-73.979,7,3295.0,5,11
54127,1.0,0,3,low,40.7706,7077425,-73.9489,3,1910.0,5,28
54129,1.0,0,5,low,40.7535,6968366,-73.9648,4,2700.0,5,5
5413,1.0,2,3,medium,40.7227,7122090,-73.9846,6,3650.0,6,7
54133,2.0,4,10,low,40.7823,7008153,-73.951,8,4915.0,5,13
54134,2.5,2,3,low,40.7121,7006179,-74.0086,4,8795.0,5,13
54135,1.0,1,4,low,40.7771,7036237,-73.9445,12,2850.0,5,19
54136,1.0,1,7,low,40.7056,6954441,-74.0087,5,3400.0,5,2
54139,1.0,2,15,medium,40.8233,7030699,-73.9532,7,1900.0,5,18
54140,1.0,1,2,medium,40.7824,7082718,-73.9846,6,2350.0,5,29
54143,1.0,1,1,low,40.7635,6966174,-73.9601,3,2300.0,5,5
54144,1.0,1,4,low,40.7272,7021090,-73.9916,10,5795.0,5,17
54145,2.0,3,6,low,40.8449,7022855,-73.9409,0,3200.0,5,17
54146,3.0,3,1,low,40.7615,7040871,-73.9662,8,11250.0,5,20
54147,2.0,3,9,low,40.7642,6967406,-73.9913,11,5495.0,5,5
54148,3.0,3,5,low,40.7565,6955433,-73.9726,7,13000.0,5,3
5415,1.0,3,11,medium,40.753,7099017,-73.9695,5,4400.0,6,2
54154,1.0,2,5,low,40.6632,6980166,-73.984,5,2850.0,5,7
54157,1.0,2,5,medium,40.7376,6983447,-73.9827,4,3200.0,5,8
54158,1.0,2,1,medium,40.6589,7038242,-74.0018,7,2400.0,5,19
